Publication Date,Center,Recommendation,Title,Type,Page URL,File URL,Web Article URL,File Type,File Size,File Size (bytes),File Status,Has Hosted File
2000-07-01,,Archive,ALEXANDER County Profile,general,https://icjia.illinois.gov/about/publications/alexander-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Alexander.pdf,,PDF,371.4 KB,380282,200,yes
2000-07-01,,Archive,CLAY County Profile,general,https://icjia.illinois.gov/about/publications/clay-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Clay.pdf,,PDF,370.1 KB,379006,200,yes
2000-07-01,,Archive,BOND County Profile,general,https://icjia.illinois.gov/about/publications/bond-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Bond.pdf,,PDF,364.0 KB,372767,200,yes
2000-07-01,,Archive,BROWN County Profile,general,https://icjia.illinois.gov/about/publications/brown-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Brown.pdf,,PDF,361.8 KB,370433,200,yes
2000-07-01,,Archive,BUREAU County Profile,general,https://icjia.illinois.gov/about/publications/bureau-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Bureau.pdf,,PDF,367.0 KB,375781,200,yes
2000-07-01,,Archive,CHRISTIAN County Profile,general,https://icjia.illinois.gov/about/publications/christian-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Christian.pdf,,PDF,373.3 KB,382287,200,yes
2000-07-01,,Archive,CHAMPAIGN County Profile,general,https://icjia.illinois.gov/about/publications/champaign-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Champaign.pdf,,PDF,367.5 KB,376315,200,yes
2000-07-01,,Archive,CLARK County Profile,general,https://icjia.illinois.gov/about/publications/clark-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Clark.pdf,,PDF,373.3 KB,382307,200,yes
2000-07-01,,Archive,JACKSON County Profile,general,https://icjia.illinois.gov/about/publications/jackson-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Jackson.pdf,,PDF,368.2 KB,377031,200,yes
2000-07-01,,Archive,CALHOUN County Profile,general,https://icjia.illinois.gov/about/publications/calhoun-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Calhoun.pdf,,PDF,365.1 KB,373888,200,yes
2000-07-01,,Archive,DU PAGE County Profile,general,https://icjia.illinois.gov/about/publications/du-page-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/DuPage.pdf,,PDF,424.8 KB,435018,200,yes
2000-07-01,,Archive,CARROLL County Profile,general,https://icjia.illinois.gov/about/publications/carroll-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Carroll.pdf,,PDF,368.9 KB,377785,200,yes
2000-07-01,,Archive,CASS County Profile,general,https://icjia.illinois.gov/about/publications/cass-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Cass.pdf,,PDF,361.5 KB,370127,200,yes
2000-07-01,,Archive,COLES County Profile,general,https://icjia.illinois.gov/about/publications/coles-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Coles.pdf,,PDF,369.1 KB,377999,200,yes
2000-07-01,,Archive,JERSEY County Profile,general,https://icjia.illinois.gov/about/publications/jersey-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Jersey.pdf,,PDF,369.0 KB,377830,200,yes
2000-07-01,,Archive,JEFFERSON County Profile,general,https://icjia.illinois.gov/about/publications/jefferson-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Jefferson.pdf,,PDF,368.9 KB,377716,200,yes
2000-07-01,,Archive,JASPER County Profile,general,https://icjia.illinois.gov/about/publications/jasper-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Jasper.pdf,,PDF,364.5 KB,373212,200,yes
2000-07-01,,Archive,FRANKLIN County Profile,general,https://icjia.illinois.gov/about/publications/franklin-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Franklin.pdf,,PDF,365.4 KB,374208,200,yes
2000-07-01,,Archive,HARDIN County Profile,general,https://icjia.illinois.gov/about/publications/hardin-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Hardin.pdf,,PDF,364.0 KB,372696,200,yes
2000-07-01,,Archive,HENRY County Profile,general,https://icjia.illinois.gov/about/publications/henry-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Henry.pdf,,PDF,368.2 KB,377029,200,yes
2000-07-01,,Archive,FULTON County Profile,general,https://icjia.illinois.gov/about/publications/fulton-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Fulton.pdf,,PDF,370.0 KB,378861,200,yes
2000-07-01,,Archive,HENDERSON County Profile,general,https://icjia.illinois.gov/about/publications/henderson-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Henderson.pdf,,PDF,370.0 KB,378850,200,yes
2000-07-01,,Archive,HANCOCK County Profile,general,https://icjia.illinois.gov/about/publications/hancock-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Hancock.pdf,,PDF,367.1 KB,375899,200,yes
2000-07-01,,Archive,HAMILTON County Profile,general,https://icjia.illinois.gov/about/publications/hamilton-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Hamilton.pdf,,PDF,356.9 KB,365482,200,yes
2000-07-01,,Archive,GALLATIN County Profile,general,https://icjia.illinois.gov/about/publications/gallatin-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Gallatin.pdf,,PDF,358.9 KB,367466,200,yes
2000-07-01,,Archive,ICJIA 1997 Annual Report,annualReport,https://icjia.illinois.gov/about/publications/icjia-1997-annual-report/,https://archive.icjia-api.cloud/files/icjia/pdf/AnnualReport/97anreport.pdf,,PDF,354.4 KB,362894,200,yes
2000-07-01,,Archive,FORD County Profile,general,https://icjia.illinois.gov/about/publications/ford-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Ford.pdf,,PDF,368.3 KB,377119,200,yes
2000-07-01,,Archive,DE KALB County Profile,general,https://icjia.illinois.gov/about/publications/de-kalb-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/DeKalb.pdf,,PDF,368.7 KB,377515,200,yes
2000-07-01,,Archive,DE WITT County Profile,general,https://icjia.illinois.gov/about/publications/de-witt-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/DeWitt.pdf,,PDF,371.3 KB,380223,200,yes
2000-07-01,,Archive,EFFINGHAM County Profile,general,https://icjia.illinois.gov/about/publications/effingham-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Effingham.pdf,,PDF,365.9 KB,374654,200,yes
2000-07-01,,Archive,EDWARDS County Profile,general,https://icjia.illinois.gov/about/publications/edwards-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Edwards.pdf,,PDF,358.1 KB,366666,200,yes
2000-07-01,,Archive,JOHNSON County Profile,general,https://icjia.illinois.gov/about/publications/johnson-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Johnson.pdf,,PDF,358.8 KB,367414,200,yes
2000-07-01,,Archive,LA SALLE County Profile,general,https://icjia.illinois.gov/about/publications/la-salle-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/LaSalle.pdf,,PDF,366.5 KB,375312,200,yes
2000-07-01,,Archive,KANKAKEE County Profile,general,https://icjia.illinois.gov/about/publications/kankakee-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Kankakee.pdf,,PDF,364.6 KB,373376,200,yes
2000-07-01,,Archive,LAKE County Profile,general,https://icjia.illinois.gov/about/publications/lake-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Lake.pdf,,PDF,365.1 KB,373851,200,yes
2000-07-01,,Archive,KNOX County Profile,general,https://icjia.illinois.gov/about/publications/knox-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Knox.pdf,,PDF,365.8 KB,374529,200,yes
2000-07-01,,Archive,GRUNDY County Profile,general,https://icjia.illinois.gov/about/publications/grundy-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Grundy.pdf,,PDF,368.1 KB,376945,200,yes
2000-07-01,,Archive,JO DAVIESS County Profile,general,https://icjia.illinois.gov/about/publications/jo-daviess-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/JoDaviess.pdf,,PDF,370.0 KB,378856,200,yes
2000-07-01,,Archive,IROQUOIS County Profile,general,https://icjia.illinois.gov/about/publications/iroquois-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Iroquois.pdf,,PDF,364.8 KB,373512,200,yes
2000-07-01,,Archive,KANE County Profile,general,https://icjia.illinois.gov/about/publications/kane-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Kane.pdf,,PDF,365.1 KB,373886,200,yes
2000-07-01,,Archive,GREENE County Profile,general,https://icjia.illinois.gov/about/publications/greene-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Greene.pdf,,PDF,364.5 KB,373243,200,yes
2000-07-01,,Archive,KENDALL County Profile,general,https://icjia.illinois.gov/about/publications/kendall-county-profile/,https://archive.icjia-api.cloud/files/icjia/pdf/CountyProfiles/Kendall.pdf,,PDF,366.7 KB,375547,200,yes
2000-06-01,,Archive,A Comparison of Evaluation findings on Sex Offender Probation Projects in Six Illinois Counties,researchReport,https://icjia.illinois.gov/about/publications/a-comparison-of-evaluation-findings-on-sex-offender-probation-projects-in-six-illinois-counties/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/ComparisonEvaluationFindingsSexOffenderProbationProjectsSixCounties.pdf,,PDF,67.0 KB,68648,200,yes
2000-06-01,,Archive,Evaluating Gang and Drug House Abatement in Chicago,researchReport,https://icjia.illinois.gov/about/publications/evaluating-gang-and-drug-house-abatement-in-chicago/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/CAPSAbatement.pdf,,PDF,3.4 MB,3610548,200,yes
2000-06-01,,Archive,The Chicago Alley Lighting Project Evaluation Report Summary,researchReport,https://icjia.illinois.gov/about/publications/the-chicago-alley-lighting-project-evaluation-report-summary/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Chicago Alley Lighting Project.pdf,,PDF,816.0 KB,835550,200,yes
2000-06-01,,Archive,Neighborhood Order and Community Policing in Chicago,general,https://icjia.illinois.gov/about/publications/neighborhood-order-and-community-policing-in-chicago/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/caps3oga.pdf,,PDF,65.9 KB,67527,200,yes
2000-05-01,,Archive,Working Together The Case for Integration of Criminal Justice Information Systems,compiler,https://icjia.illinois.gov/about/publications/working-together-the-case-for-integration-of-criminal-justice-information-systems/,https://archive.icjia-api.cloud/files/icjia/pdf/compiler/winter_spring2000.pdf,,PDF,263.9 KB,270229,200,yes
2000-05-01,,Archive,Prison Sentences for Drug Offenses,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/prison-sentences-for-drug-offenses/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/drugsent.pdf,,PDF,90.9 KB,93039,200,yes
2000-05-01,,Archive,ADAM Arrestee Drug Abuse Monitoring Program in Cook County 4th Quarter,general,https://icjia.illinois.gov/about/publications/adam-arrestee-drug-abuse-monitoring-program-in-cook-county-4th-quarter/,https://archive.icjia-api.cloud/files/icjia/pdf/ADAM/ADAM4.pdf,,PDF,19.4 KB,19905,200,yes
2000-05-01,,Archive,Controlling Gang and Drug House Nuisances in Chicago,general,https://icjia.illinois.gov/about/publications/controlling-gang-and-drug-house-nuisances-in-chicago/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/abateOGA.pdf,,PDF,86.2 KB,88308,200,yes
2000-05-01,,Archive,Criminal Sentencing,getTheFacts,https://icjia.illinois.gov/about/publications/criminal-sentencing/,https://archive.icjia-api.cloud/files/icjia/pdf/GetTheFacts/CrimSentencLayout.pdf,,PDF,211.8 KB,216836,200,yes
2000-05-01,,Archive,Drug Offenders on Probation,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/drug-offenders-on-probation/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/drugprobation.pdf,,PDF,84.3 KB,86368,200,yes
2000-05-01,,Archive,The Illinois Department of Corrections Juvenile Sex Offender Treatment Program The Final Report of the Program Evaluation,researchReport,https://icjia.illinois.gov/about/publications/the-illinois-department-of-corrections-juvenile-sex-offender-treatment-program-the-final-report-of-the-program-evaluation/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/An%20Evaluation%20of%20the%20IDOC.pdf,,PDF,347.0 KB,355281,200,yes
2000-01-01,,Archive,ADAM Arrestee Drug Abuse Monitoring Program in Cook County 1st Quarter,general,https://icjia.illinois.gov/about/publications/adam-arrestee-drug-abuse-monitoring-program-in-cook-county-1st-quarter/,https://archive.icjia-api.cloud/files/icjia/pdf/ADAM/ADAM1.pdf,,PDF,22.8 KB,23382,200,yes
2000-01-01,,Archive,ADAM Arrestee Drug Abuse Monitoring Program in Cook County 3rd Quarter,general,https://icjia.illinois.gov/about/publications/adam-arrestee-drug-abuse-monitoring-program-in-cook-county-3rd-quarter/,https://archive.icjia-api.cloud/files/icjia/pdf/ADAM/adam3.pdf,,PDF,17.6 KB,17994,200,yes
2000-01-01,,Archive,Evaluations of the Christian County Extended Day Program the Peoria County AntiGang and Drug Abuse Unit and the Winnebago County Day Reporting and Assessment Centers,researchReport,https://icjia.illinois.gov/about/publications/evaluations-of-the-christian-county-extended-day-program-the-peoria-county-antigang-and-drug-abuse-unit-and-the-winnebago-county-day-reporting-and-assessment-centers/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Eval_Christian_Peoria_Winnebago_Day.pdf,,PDF,9.7 MB,10174553,200,yes
2000-01-01,,Archive,Juvenile Probation Programs Evaluated,general,https://icjia.illinois.gov/about/publications/juvenile-probation-programs-evaluated/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/juvdayreport.pdf,,PDF,63.0 KB,64507,200,yes
2000-01-01,,Archive,Measuring Hate Crime in Illinois,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/measuring-hate-crime-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/hate.pdf,,PDF,73.0 KB,74787,200,yes
2000-01-01,,Archive,ADAM Arrestee Drug Abuse Monitoring Program in Cook County 2nd Quarter,general,https://icjia.illinois.gov/about/publications/adam-arrestee-drug-abuse-monitoring-program-in-cook-county-2nd-quarter/,https://archive.icjia-api.cloud/files/icjia/pdf/ADAM/ADAM2.pdf,,PDF,1.1 MB,1192851,200,yes
2000-01-01,,Archive,Intimate Partner Violence in Illinois,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/intimate-partner-violence-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/dv.pdf,,PDF,41.4 KB,42394,200,yes
2000-01-01,,Archive,Perceptions of Crime Trends in Illinois,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/perceptions-of-crime-trends-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/perception.pdf,,PDF,42.5 KB,43522,200,yes
2000-01-01,,Archive,Champaign County Enhanced Domestic Violence Probation Program Evaluated,general,https://icjia.illinois.gov/about/publications/champaign-county-enhanced-domestic-violence-probation-program-evaluated/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/chdv.pdf,,PDF,74.8 KB,76630,200,yes
1999-12-01,,Archive,Violent Crime Task Force Cracks Tough Homicide Cases in Kankakee County,general,https://icjia.illinois.gov/about/publications/violent-crime-task-force-cracks-tough-homicide-cases-in-kankakee-county/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/VCTFOGA.pdf,,PDF,66.0 KB,67594,200,yes
1999-12-01,,Archive,A Generation of Change 30 Years of Criminal Justice in Illinois,compiler,https://icjia.illinois.gov/about/publications/a-generation-of-change-30-years-of-criminal-justice-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/compiler/fall99.pdf,,PDF,215.9 KB,221045,200,yes
1999-10-01,,Archive,Only Half of Reportable Cook County Court Dispositions on Rap Sheets,general,https://icjia.illinois.gov/about/publications/only-half-of-reportable-cook-county-court-dispositions-on-rap-sheets/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/CCH.pdf,,PDF,62.5 KB,64051,200,yes
1999-10-01,,Archive,Kankakee MEG unit employs problem solving approach to combat drug crime,general,https://icjia.illinois.gov/about/publications/kankakee-meg-unit-employs-problem-solving-approach-to-combat-drug-crime/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/kmeg-oga.pdf,,PDF,70.8 KB,72478,200,yes
1999-10-01,,Archive,Evaluation of Illinois Multijurisdictional Drug Prosecution Program and Local Drug Prosecution Support Program,researchReport,https://icjia.illinois.gov/about/publications/evaluation-of-illinois-multijurisdictional-drug-prosecution-program-and-local-drug-prosecution-support-program/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/EvalMJDrug.pdf,,PDF,2.1 MB,2221313,200,yes
1999-09-01,,Archive,Quality of Chicago Supplementary Homicide Reports Data Compared to the Chicago Homicide Dataset,researchBulletin,https://icjia.illinois.gov/about/publications/quality-of-chicago-supplementary-homicide-reports-data-compared-to-the-chicago-homicide-dataset/,https://archive.icjia-api.cloud/files/icjia/pdf/Bulletins/SHR_CHD_9_13_19991.pdf,,PDF,59.8 KB,61259,200,yes
1999-09-01,,Archive,Evaluation of the Kankakee Metropolitan Enforcement Group,researchReport,https://icjia.illinois.gov/about/publications/evaluation-of-the-kankakee-metropolitan-enforcement-group/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/kmeg-oga.pdf,,PDF,70.8 KB,72478,200,yes
1999-09-01,,Archive,Citizen Awareness Local Involvement Fuel Community Policing Program,general,https://icjia.illinois.gov/about/publications/citizen-awareness-local-involvement-fuel-community-policing-program/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/caps2pdf.pdf,,PDF,82.9 KB,84899,200,yes
1999-09-01,,Archive,McGruff You can fight crime in your neighborhood,general,https://icjia.illinois.gov/about/publications/mcgruff-you-can-fight-crime-in-your-neighborhood/,https://archive.icjia-api.cloud/files/icjia/pdf/mcgruff/mgneigh.pdf,,PDF,41.2 KB,42214,200,yes
1999-09-01,,Archive,Evaluation of Illinois Multijurisdictional Drug Prosecution Programsand Local Drug Prosecution Support Programs,researchReport,https://icjia.illinois.gov/about/publications/evaluation-of-illinois-multijurisdictional-drug-prosecution-programsand-local-drug-prosecution-support-programs/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/EvalMJDrug.pdf,,PDF,2.1 MB,2221313,200,yes
1999-09-01,,Archive,Probation Trends in Illinois,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/probation-trends-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/probation.pdf,,PDF,47.1 KB,48268,200,yes
1999-09-01,,Archive,Computer Crime,compiler,https://icjia.illinois.gov/about/publications/computer-crime/,https://archive.icjia-api.cloud/files/icjia/pdf/compsum99.pdf,,PDF,3.7 MB,3917018,200,yes
1999-08-01,,Archive,Sentencing Felony Offenders in Illinois,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/sentencing-felony-offenders-in-illinois/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/sentencing.pdf,,PDF,62.4 KB,63858,200,yes
1999-07-01,,Archive,Trends in Illinois Drug Arrests,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/trends-in-illinois-drug-arrests/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/drugsent.pdf,,PDF,90.9 KB,93039,200,yes
1999-07-01,,Archive,Juvenile Work Program Provides Alternative to Detention,general,https://icjia.illinois.gov/about/publications/juvenile-work-program-provides-alternative-to-detention/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/ogav3n1.pdf,,PDF,51.8 KB,53045,200,yes
1999-07-01,,Archive,Illinois Prison Population Trends,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/illinois-prison-population-trends/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/ticorrections.pdf,,PDF,37.6 KB,38452,200,yes
1999-06-01,,Archive,The Juvenile Justice Reform Act,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/the-juvenile-justice-reform-act/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/juvreform.pdf,,PDF,33.6 KB,34369,200,yes
1999-06-01,,Archive,Trends in Illinois crime 19941998,trendsAndIssuesUpdate,https://icjia.illinois.gov/about/publications/trends-in-illinois-crime-19941998/,https://archive.icjia-api.cloud/files/icjia/pdf/TIUpdate/crimet&i.pdf,,PDF,43.5 KB,44540,200,yes
1999-06-01,,Archive,Collaboration in the Chicago Womens Health Risk Study,researchBulletin,https://icjia.illinois.gov/about/publications/collaboration-in-the-chicago-womens-health-risk-study/,https://archive.icjia-api.cloud/files/icjia/pdf/cwhrs/collaboration-3a.pdf,,PDF,59.8 KB,61277,200,yes
1999-06-01,,Archive,Community Policing in Chicago An Evaluation,general,https://icjia.illinois.gov/about/publications/community-policing-in-chicago-an-evaluation/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/ogav2n9.pdf,,PDF,57.0 KB,58343,200,yes
1999-05-01,,Archive,County Prosecution Programs Provide Resources to Increase Violent Crime Convictions,general,https://icjia.illinois.gov/about/publications/county-prosecution-programs-provide-resources-to-increase-violent-crime-convictions/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/County%20Prosecution%20Programs.pdf,,PDF,1.7 MB,1737441,200,yes
1999-05-01,,Archive,Probation Monitoring Offenders in the Community,compiler,https://icjia.illinois.gov/about/publications/probation-monitoring-offenders-in-the-community/,https://archive.icjia-api.cloud/files/icjia/pdf/compspring99.pdf,,PDF,272.0 KB,278549,200,yes
1999-04-01,,Archive,Making a Prison Gang Free The Taylorville Correctional Center,general,https://icjia.illinois.gov/about/publications/making-a-prison-gang-free-the-taylorville-correctional-center/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/Making%20A%20Prison%20Gang%20Free.pdf,,PDF,1.6 MB,1707502,200,yes
1999-04-01,,Archive,Drug Court Provides Treatment Alternative to Incarcertaion,general,https://icjia.illinois.gov/about/publications/drug-court-provides-treatment-alternative-to-incarcertaion/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/Drug%20Court%20Provides%20Treatment%20Alternative.pdf,,PDF,1.6 MB,1709480,200,yes
1999-03-01,,Archive,Reducing Youth Gang Violence in Urban Areas One Communitys Effort,general,https://icjia.illinois.gov/about/publications/reducing-youth-gang-violence-in-urban-areas-one-communitys-effort/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/Reducing%20Youth%20Gang%20Violence.pdf,,PDF,1.6 MB,1692234,200,yes
1999-02-01,,Archive,McGruff Play it Safe with McGruff and Scruff,general,https://icjia.illinois.gov/about/publications/mcgruff-play-it-safe-with-mcgruff-and-scruff/,https://archive.icjia-api.cloud/files/icjia/pdf/brochures/Play%20it%20Safe.pdf,,PDF,9.1 MB,9580220,200,yes
1999-01-01,,Archive,An Evaluation of the Violent Offender Prosecution Program in Kankakee Sangamon and Winnebago Counties,researchReport,https://icjia.illinois.gov/about/publications/an-evaluation-of-the-violent-offender-prosecution-program-in-kankakee-sangamon-and-winnebago-counties/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/An%20EvaluationSangWin.pdf,,PDF,548.4 KB,561552,200,yes
1999-01-01,,Archive,An Evaluation of the Illinois Department of Corrections GangFree Environment Program,researchReport,https://icjia.illinois.gov/about/publications/an-evaluation-of-the-illinois-department-of-corrections-gangfree-environment-program/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Eval%20-%20IDOC%20Gang-Free%20Envt%20Progr.pdf,,PDF,8.7 MB,9148737,200,yes
1999-01-01,,Archive,Community Policing in Chicago Years Five and Six An Interim Report,researchReport,https://icjia.illinois.gov/about/publications/community-policing-in-chicago-years-five-and-six-an-interim-report/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/CAPS56.pdf,,PDF,1.7 MB,1797549,200,yes
1999-01-01,,Archive,Probation in Illinois A Study of Outcomes,general,https://icjia.illinois.gov/about/publications/probation-in-illinois-a-study-of-outcomes/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/Probation%20in%20IL.pdf,,PDF,1.7 MB,1810465,200,yes
1999-01-01,,Archive,Information for Crime Victims,general,https://icjia.illinois.gov/about/publications/information-for-crime-victims/,https://archive.icjia-api.cloud/files/icjia/pdf/brochures/infovictims03a.pdf,,PDF,82.1 KB,84077,200,yes
1999-01-01,,Archive,The Juvenile Justice Reform Act of 1998,compiler,https://icjia.illinois.gov/about/publications/the-juvenile-justice-reform-act-of-1998/,https://archive.icjia-api.cloud/files/icjia/pdf/compwin99.pdf,,PDF,141.8 KB,145184,200,yes
1999-01-01,,Archive,Cook County Sex Offender Probation Program Provides Supervision and Treatment,general,https://icjia.illinois.gov/about/publications/cook-county-sex-offender-probation-program-provides-supervision-and-treatment/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/Cook%20County%20Sex%20Offender%20Probation%20Program.pdf,,PDF,1.7 MB,1757338,200,yes
1999-01-01,,Archive,Evaluation of the Cook County Juvenile Sheriffs Work Alternative Program,researchReport,https://icjia.illinois.gov/about/publications/evaluation-of-the-cook-county-juvenile-sheriffs-work-alternative-program/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/ogav3n1.pdf,,PDF,51.8 KB,53045,200,yes
1999-01-01,,Archive,Evaluation of the Little Village Gang Violence Reduction Project The First Three Years,researchReport,https://icjia.illinois.gov/about/publications/evaluation-of-the-little-village-gang-violence-reduction-project-the-first-three-years/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/ogav3n1.pdf,,PDF,51.8 KB,53045,200,yes
1999-01-01,,Archive,IncidentBased Crime Analysis Manual Utilizing LocalLevel Incident Reports for Solving Crimes,researchReport,https://icjia.illinois.gov/about/publications/incidentbased-crime-analysis-manual-utilizing-locallevel-incident-reports-for-solving-crimes/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/Incident-Based%20Crime%20Analysis%20Manual.pdf,,PDF,3.5 MB,3666440,200,yes
1999-01-01,,Archive,Criminal History Records Audit Disposition Reporting in Cook County,researchReport,https://icjia.illinois.gov/about/publications/criminal-history-records-audit-disposition-reporting-in-cook-county/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/CHRA%20Disposition%20Reporting%20in%20Cook%20County.pdf,,PDF,6.3 MB,6618216,200,yes
1999-01-01,,Archive,Evaluation of the Kankakee County Violent Crime Task Force,researchReport,https://icjia.illinois.gov/about/publications/evaluation-of-the-kankakee-county-violent-crime-task-force/,https://archive.icjia-api.cloud/files/icjia/pdf/ResearchReports/EvaluationKank.pdf,,PDF,97.0 KB,99285,200,yes
1999-01-01,,Archive,An Implementation Evaluation of the Enhanced Domestic Violence Probation Program in Champaign County,researchReport,https://icjia.illinois.gov/about/publications/an-implementation-evaluation-of-the-enhanced-domestic-violence-probation-program-in-champaign-county/,https://archive.icjia-api.cloud/files/icjia/pdf/oga/chdv.pdf,,PDF,74.8 KB,76630,200,yes
